11	65	67	84	20	84	67	21	88	96	82	64	93	60	80	77	44	25	54	34	33	16	9	3	21	40	38	57	67	71	7	50	96	12	62	36	70	45	97	70	46	8	50	26	17	88	3	12	59	84	79	39	8	13	18	52	85	60	52	19	9	21	60	78	21	84	9	9	45	14	59	19	99	39	63	73	43	5	92	48	62	33	87	73	61	62	39	85	42	27	51	98	8	13	80	30	52	85	81	91
32	84	45	94	64	100	81	39	90	41	59	16	38	41	17	78	60	43	56	81	44	87	65	84	61	30	29	60	61	65	2	1	20	32	18	88	55	83	22	53	48	60	79	21	64	67	55	17	64	90	43	50	57	35	16	11	56	4	26	95	39	72	52	10	78	69	80	72	29	26	5	39	57	63	7	78	73	95	25	59	74	56	54	19	22	23	58	20	19	59	83	60	71	6	67	34	64	13	11	94
63	61	53	74	4	65	32	20	33	67	96	3	25	79	52	48	8	15	2	34	36	27	54	7	33	18	76	23	91	84	17	50	34	87	53	25	51	14	30	58	75	90	58	8	22	51	23	20	35	72	11	37	31	79	17	89	82	66	32	6	28	62	78	4	17	20	54	32	44	14	12	58	16	100	76	97	24	37	39	29	9	15	10	25	64	32	33	32	94	16	73	4	15	69	18	20	28	63	67	92
92	93	21	85	40	19	74	39	58	1	63	84	94	70	54	80	82	89	52	43	98	22	54	100	17	22	81	9	26	76	12	12	24	8	41	45	83	70	90	94	48	28	10	23	36	23	5	5	41	40	9	69	85	86	98	37	19	84	78	82	85	59	74	85	91	39	81	3	53	89	84	39	60	19	9	62	94	60	39	40	60	28	72	47	6	36	46	77	28	65	92	22	87	23	82	19	35	18	6	97
89	17	59	34	76	16	84	9	87	53	87	89	80	19	35	72	18	25	88	35	23	100	91	5	74	90	49	3	9	38	84	15	18	16	92	31	29	52	88	26	63	99	10	92	93	32	78	40	75	82	81	68	83	39	40	82	69	14	4	64	66	87	16	21	81	91	73	9	94	53	37	40	31	27	85	100	7	15	90	7	94	62	92	74	62	25	33	67	60	9	31	58	23	14	78	44	56	29	56	33
97	43	85	60	20	10	34	91	100	88	24	19	60	3	4	14	56	56	15	85	74	94	73	50	3	10	85	11	22	35	54	17	60	83	82	57	80	43	27	99	36	52	22	86	19	35	64	99	79	58	22	47	34	72	98	88	65	45	18	17	17	28	69	72	39	99	9	29	41	13	94	88	36	52	53	1	76	27	62	91	86	67	77	46	81	55	32	50	97	63	15	22	5	63	54	42	41	93	94	43
73	68	82	11	100	68	63	40	57	97	85	5	53	44	58	15	40	38	81	80	66	51	13	57	13	95	1	64	76	58	22	10	34	92	44	3	99	98	21	6	1	58	15	8	61	22	77	40	99	54	20	27	90	80	27	54	43	71	92	15	70	60	83	63	56	34	83	16	99	81	49	63	42	3	64	82	80	33	24	66	42	46	93	32	12	67	13	92	10	47	96	9	9	45	79	73	86	7	98	45
43	39	23	60	32	33	5	79	66	69	97	30	44	66	26	83	15	89	21	79	42	99	49	65	92	3	97	48	70	85	24	40	88	84	63	34	19	15	65	97	2	32	90	99	80	15	17	23	83	94	91	31	91	86	45	93	78	51	59	26	81	12	5	4	33	39	95	3	41	84	24	61	83	14	35	82	1	64	88	16	67	43	6	18	30	91	30	18	63	75	44	82	1	43	18	15	3	50	40	35
100	48	2	39	32	64	78	20	54	40	93	33	93	12	40	39	88	92	16	63	97	68	49	22	81	75	13	45	67	61	4	15	30	57	99	60	70	42	85	85	100	75	80	64	17	66	28	84	76	27	3	21	19	16	29	81	88	71	99	74	73	44	36	89	10	74	52	33	91	29	79	32	12	60	22	14	6	59	39	30	98	79	18	42	69	17	28	23	68	90	19	24	25	88	45	24	34	61	86	48
36	73	26	75	24	65	45	72	61	31	15	41	72	1	64	66	15	96	48	85	73	55	24	72	100	3	95	58	78	49	83	3	35	4	34	73	72	64	100	27	69	74	67	34	91	88	13	18	19	31	98	35	61	75	34	25	36	89	33	49	24	87	60	96	32	56	15	89	85	97	8	54	37	30	58	42	73	23	70	44	27	39	29	87	28	13	99	44	92	66	48	30	72	68	12	16	24	22	62	43
40	74	88	57	31	59	15	2	34	32	87	27	73	31	72	50	6	10	87	50	75	46	35	78	87	68	77	98	55	72	15	46	94	39	50	93	97	14	1	19	68	86	82	78	9	100	54	18	59	78	3	77	61	19	52	60	92	22	47	51	72	35	16	39	83	56	94	24	24	93	98	35	80	96	94	2	34	71	58	81	77	70	46	50	77	52	48	62	4	80	82	82	9	22	27	11	79	87	62	56
66	37	70	67	17	17	86	80	42	27	12	13	60	26	68	15	77	12	63	46	8	60	29	64	49	75	62	12	26	75	80	2	26	94	45	39	71	63	79	23	22	71	32	100	41	98	46	74	84	90	64	16	40	60	87	53	56	11	97	40	69	17	80	45	81	38	65	19	100	58	82	59	30	100	15	21	86	19	29	87	48	92	50	100	79	56	66	90	75	94	79	44	4	34	41	49	54	19	33	26
32	21	7	44	33	34	87	71	50	8	43	69	46	45	91	79	49	50	30	99	70	71	87	81	78	9	98	69	77	96	48	92	75	24	70	42	4	74	28	78	12	69	47	30	39	26	43	44	58	24	10	28	96	56	88	16	18	50	77	50	56	44	21	44	1	29	1	67	96	61	3	58	59	80	28	71	95	22	76	58	52	91	73	59	63	22	68	40	93	10	42	87	84	14	76	19	34	53	1	88
43	6	40	38	53	1	85	10	48	64	84	41	62	97	89	73	42	97	64	1	9	78	37	53	20	14	64	2	51	25	74	8	95	29	67	22	44	68	77	53	27	96	22	78	46	52	74	79	84	6	18	99	36	92	24	85	70	31	46	87	55	74	47	38	96	98	32	23	91	97	44	33	62	51	85	80	41	19	60	64	70	90	1	44	59	30	40	4	46	71	97	47	86	10	1	22	77	55	51	52
65	38	30	1	20	74	20	6	23	35	3	89	57	33	28	30	28	75	93	19	56	56	72	56	73	51	27	80	76	54	15	26	48	29	86	87	88	78	92	69	80	35	11	100	19	38	46	20	44	78	15	13	93	41	27	38	88	79	46	49	17	22	47	64	8	54	11	93	2	51	30	32	79	6	32	22	87	93	64	96	86	77	26	80	6	18	28	67	90	14	7	1	67	39	49	45	84	1	56	57
48	48	83	42	35	60	97	86	98	14	35	25	88	84	99	29	37	91	29	92	34	16	100	7	31	59	39	15	52	99	98	44	13	9	52	64	29	60	75	53	95	54	44	5	72	43	99	49	13	18	3	81	4	83	88	47	70	85	66	48	33	45	23	38	26	88	35	58	94	24	22	48	48	20	9	22	43	3	87	9	98	63	98	6	67	57	31	62	11	92	60	32	72	20	15	35	47	59	65	100
75	60	76	10	50	22	10	23	32	88	52	66	82	72	56	79	18	81	22	45	11	41	63	37	80	53	93	95	51	82	59	44	91	89	74	69	38	38	51	4	82	65	6	73	48	10	35	60	36	77	44	26	62	4	76	5	56	11	32	35	30	96	59	77	7	49	36	86	71	35	89	51	81	52	26	59	32	55	58	31	35	82	82	43	69	56	99	9	47	8	13	31	68	76	95	46	5	30	35	19
33	47	54	46	44	19	62	69	8	1	71	33	74	53	78	30	35	48	11	41	15	64	99	71	96	85	14	38	40	36	77	62	40	38	93	29	97	67	16	20	2	21	4	14	82	23	79	72	9	91	43	40	77	71	92	51	38	66	42	25	20	57	74	6	50	96	82	58	99	26	67	27	83	14	76	95	54	36	54	95	70	24	27	93	46	92	56	82	78	41	72	21	67	21	62	2	51	64	95	17
92	40	77	89	51	59	54	4	44	94	9	2	10	22	57	58	87	52	27	15	8	53	63	68	62	85	20	86	43	28	49	92	48	76	34	53	37	88	100	26	14	54	79	96	96	22	91	78	14	29	58	78	2	66	36	59	41	24	96	46	20	5	20	80	56	73	72	13	68	23	93	6	72	40	87	9	34	74	17	66	71	92	98	37	43	81	98	43	46	10	63	42	10	64	40	18	72	97	3	20
10	61	3	25	4	5	3	4	99	35	63	70	13	1	49	33	67	26	84	66	16	65	100	49	60	76	6	86	90	89	23	32	2	75	9	64	29	29	1	87	2	59	30	30	20	93	20	87	50	60	97	76	9	11	62	83	68	77	61	19	52	14	52	82	66	74	63	1	73	46	65	56	76	54	39	89	95	20	50	42	18	72	44	29	57	40	33	72	32	45	58	61	18	64	31	50	4	87	46	9
77	8	6	53	13	30	31	3	79	75	72	62	36	42	10	58	49	53	28	69	86	38	83	60	72	69	99	22	77	52	59	100	31	63	84	29	98	44	62	12	60	4	98	12	75	86	9	75	61	75	64	72	99	76	5	74	79	99	23	94	23	81	61	67	17	10	80	56	98	20	51	8	21	12	30	81	43	68	30	38	33	78	13	28	25	60	54	23	41	96	74	36	52	100	10	8	78	39	2	74
35	77	34	1	1	53	76	46	53	49	48	66	28	31	33	53	90	26	91	57	30	53	25	62	39	30	1	79	25	1	24	35	17	92	71	4	84	4	7	89	88	60	67	78	24	55	26	75	25	28	83	82	3	69	40	97	84	18	67	65	10	9	62	92	75	45	87	30	99	2	98	43	23	91	63	21	33	13	81	68	75	75	82	86	76	18	32	91	99	84	78	28	90	66	27	48	99	2	76	19
22	56	18	77	86	15	32	24	45	40	63	77	50	86	56	40	7	66	58	75	92	60	11	10	91	94	92	47	26	63	76	54	71	65	65	28	86	20	4	4	11	2	16	86	48	26	98	50	50	68	62	63	80	94	95	46	25	42	1	15	93	5	85	21	91	8	3	72	63	77	73	73	76	17	54	82	35	88	30	57	63	21	74	62	1	84	44	92	28	97	27	64	12	55	64	78	52	3	2	6
77	96	66	32	67	45	48	1	81	96	76	35	77	49	1	40	17	79	87	55	15	67	95	79	11	82	26	45	44	69	69	19	32	95	4	39	14	19	100	48	37	83	78	88	48	79	11	30	1	36	34	74	52	86	12	61	84	52	98	59	12	67	35	35	22	90	98	82	61	23	63	72	82	17	85	14	33	85	49	33	46	42	48	82	2	90	22	95	66	63	94	24	54	24	74	38	84	40	60	89
24	68	21	14	68	100	5	79	75	40	46	44	49	5	53	25	95	53	6	47	33	49	1	70	40	98	85	56	52	95	91	19	96	10	36	32	66	21	3	66	31	63	58	93	85	39	75	76	76	94	31	82	51	85	75	28	59	69	47	50	45	53	38	6	46	48	6	81	95	18	54	49	64	93	79	41	7	19	67	23	93	20	90	47	14	55	69	56	54	2	16	22	1	24	55	91	81	3	84	7
38	69	6	86	80	47	25	37	94	65	27	76	51	31	74	57	99	90	36	48	21	40	57	26	54	97	36	3	50	15	49	48	67	82	90	25	73	48	97	54	73	77	56	27	30	100	29	17	16	96	61	66	39	32	14	29	41	13	97	50	64	57	20	15	66	83	87	9	88	70	35	79	95	10	8	50	99	34	48	40	79	28	3	98	81	29	59	77	23	66	46	82	8	99	5	1	28	20	50	52
39	82	88	93	14	7	41	87	2	34	74	95	43	63	45	17	41	89	17	94	15	14	26	85	30	35	89	88	72	92	78	30	100	17	19	91	81	94	71	3	8	33	57	25	83	2	65	62	14	37	32	36	45	51	12	51	46	37	62	53	12	67	49	86	58	58	12	1	41	67	20	35	14	34	8	45	64	45	90	47	7	93	31	96	89	60	24	84	24	24	11	89	73	63	94	25	46	96	90	8
88	55	38	66	71	44	15	17	68	72	37	3	15	73	30	87	10	66	94	18	90	38	61	61	44	100	31	60	57	83	60	31	2	80	51	38	8	29	48	70	39	16	36	79	100	55	31	84	84	41	86	76	32	100	43	89	28	14	1	12	96	61	2	7	26	46	64	88	50	50	97	63	70	36	74	87	17	62	63	77	39	48	65	5	15	95	57	42	10	70	1	53	26	12	26	18	80	64	4	46
29	100	59	88	89	10	54	83	71	2	50	12	86	68	89	8	82	55	41	40	65	4	45	77	21	64	10	7	85	32	60	21	23	30	98	48	12	86	86	49	96	21	81	45	49	48	26	61	45	9	70	50	62	25	90	69	63	28	67	26	47	53	8	4	7	86	56	45	60	75	91	62	43	33	37	88	55	46	41	65	92	36	57	59	13	4	65	2	70	48	64	71	81	43	88	24	22	45	68	90
29	52	69	49	92	15	74	31	55	92	4	59	74	93	63	53	90	7	41	85	88	3	13	15	99	64	13	65	34	20	77	42	25	75	90	58	31	17	37	6	69	37	68	60	1	37	23	99	65	8	60	53	79	29	93	8	10	51	56	57	11	39	67	15	17	50	32	35	57	42	82	26	75	35	64	55	48	61	10	60	37	87	47	79	19	3	27	55	88	72	69	11	11	11	22	11	69	51	72	81
45	46	8	99	23	60	3	32	48	53	28	22	77	5	41	63	36	64	96	25	60	40	94	95	19	51	22	73	14	62	50	93	50	91	80	90	66	6	13	14	25	96	84	40	17	13	14	33	50	21	37	43	45	88	31	66	4	43	51	4	83	62	12	59	87	18	70	69	19	19	86	68	93	44	19	25	54	92	81	54	35	70	14	80	93	20	26	65	99	51	23	8	85	40	30	2	19	94	20	38
5	3	88	63	57	77	64	35	30	78	16	79	53	39	46	92	96	60	56	30	42	97	55	26	10	46	15	100	58	74	21	79	36	85	36	54	28	62	30	28	73	53	52	84	62	51	100	80	15	29	93	64	53	2	97	14	15	45	2	31	45	39	33	32	96	32	15	24	11	4	95	17	9	100	39	59	39	9	59	44	10	20	2	73	27	55	55	37	14	18	29	51	83	6	47	53	49	70	69	77
89	15	81	95	61	35	1	79	52	70	76	29	42	2	28	41	12	30	44	84	9	98	24	82	48	50	27	19	78	51	88	68	73	60	17	28	89	22	56	99	32	7	2	62	100	82	28	91	11	62	100	43	26	4	15	52	68	44	93	14	36	73	29	26	28	62	6	67	38	8	36	66	84	66	10	27	52	80	79	53	82	59	2	52	22	96	12	72	77	78	63	28	6	52	28	17	71	70	88	56
75	69	16	64	65	90	77	22	96	22	1	66	47	94	29	91	39	87	12	25	7	3	75	15	74	87	31	60	10	25	12	96	98	64	10	90	51	21	69	8	23	4	63	70	42	29	79	91	54	97	30	72	61	38	50	67	90	31	62	40	39	88	44	69	50	40	61	20	99	23	39	46	62	64	87	65	2	19	4	22	7	42	76	73	35	76	95	7	90	5	38	31	89	93	75	79	49	82	2	63
94	21	100	80	53	73	40	13	42	69	83	11	84	92	41	80	17	6	55	9	76	7	21	75	47	9	18	36	53	64	24	22	56	58	32	73	76	75	4	100	59	59	38	64	84	83	40	11	60	20	87	11	6	17	31	98	11	5	44	68	66	57	14	100	52	15	52	67	33	5	4	35	36	7	50	42	48	34	70	92	68	14	20	12	47	4	54	62	69	25	47	45	54	7	58	57	34	47	49	7
93	40	36	75	36	57	5	87	50	65	30	37	90	95	63	89	60	6	83	96	44	33	59	19	59	14	40	30	46	64	83	74	6	92	21	27	66	67	27	43	61	38	72	44	96	47	73	74	96	40	30	11	97	33	71	49	59	6	74	25	30	27	17	71	69	11	24	87	29	20	37	87	37	49	67	56	7	4	49	10	100	44	35	91	91	36	24	74	3	4	66	99	38	37	77	1	91	69	64	50
60	69	96	4	49	45	48	31	12	95	36	55	68	72	91	25	56	26	99	77	90	71	53	27	16	78	56	6	20	68	53	50	86	35	96	91	86	87	92	5	58	62	72	54	97	3	59	19	62	46	43	72	89	63	33	23	97	49	20	58	44	22	64	100	48	37	36	66	42	39	25	36	48	69	30	85	48	20	6	49	91	18	17	94	61	39	51	2	98	29	19	88	62	23	12	9	65	20	56	95
17	95	60	86	80	87	2	9	82	70	26	87	34	6	15	24	29	9	2	82	58	40	46	35	90	91	16	18	18	100	45	82	79	44	88	76	1	75	36	58	34	47	64	20	63	92	42	55	76	53	82	50	34	76	11	57	49	8	16	95	74	24	94	50	59	61	41	17	61	2	96	11	50	93	99	75	50	93	72	24	54	94	62	99	40	30	82	5	44	63	43	70	86	62	85	71	31	26	25	47
74	40	56	10	87	62	84	79	24	7	75	47	23	77	83	76	32	63	61	78	35	69	91	52	38	94	76	74	28	9	82	52	12	57	61	29	83	1	33	54	14	70	4	46	91	32	83	1	9	91	86	36	34	43	52	31	42	92	60	4	70	8	99	38	24	62	98	24	44	48	46	78	25	13	65	83	80	56	1	13	80	24	4	60	91	44	52	14	30	78	17	15	9	53	38	10	2	24	95	73
76	41	50	79	47	31	40	74	51	69	1	39	100	43	59	39	58	99	97	19	40	60	56	31	34	8	44	61	33	19	23	29	17	74	34	66	99	53	5	62	89	61	39	9	59	28	27	8	22	57	48	91	52	88	3	67	45	98	15	32	66	89	32	39	50	61	19	56	21	27	62	28	4	69	15	38	90	55	28	93	79	3	91	2	50	87	9	33	67	30	16	34	2	40	57	14	76	100	95	37
87	60	50	16	5	22	92	56	81	52	49	54	48	61	100	89	61	42	47	81	9	13	21	72	53	70	97	49	25	11	59	12	52	19	38	86	42	23	55	86	3	91	76	39	86	58	53	42	79	2	57	24	27	100	16	63	72	13	93	59	51	42	90	9	76	80	46	83	76	46	22	24	70	72	78	52	20	28	88	18	51	6	25	68	86	35	53	6	9	46	10	38	99	56	37	98	58	73	75	86
2	17	89	4	58	70	47	60	31	81	35	55	35	34	89	52	16	71	64	35	12	87	24	23	60	94	5	29	49	54	7	40	64	7	40	72	95	63	34	34	54	65	38	23	41	69	17	63	80	19	8	74	19	60	5	81	22	22	95	80	87	28	44	9	49	70	95	20	23	62	81	80	14	32	73	42	95	80	31	66	68	44	55	43	83	64	24	1	34	53	9	73	4	74	52	34	91	89	14	4
88	63	17	58	76	47	51	3	48	67	83	42	50	86	4	12	59	28	95	82	43	7	13	61	64	69	76	40	94	17	34	2	65	73	55	1	66	64	37	4	37	22	79	67	74	41	60	55	92	54	63	90	55	74	29	57	23	36	90	90	45	13	71	17	43	3	86	23	8	22	12	75	93	17	16	66	75	83	47	38	19	16	67	38	72	24	5	87	84	96	44	41	48	46	49	81	49	42	64	29
50	98	7	78	87	50	90	51	10	20	39	100	25	33	72	38	41	11	80	49	36	19	35	70	84	86	35	78	37	70	82	11	48	98	3	66	47	41	40	56	90	12	89	71	10	13	83	32	67	22	66	24	78	27	93	61	61	23	90	75	49	99	9	45	72	13	78	1	1	71	79	49	19	9	25	95	5	11	80	11	38	20	84	23	96	75	1	44	68	45	61	28	96	43	93	39	51	21	13	24
74	3	36	72	87	80	94	62	29	71	61	22	57	40	92	62	45	8	53	12	85	3	5	76	75	33	93	74	85	7	14	79	77	49	39	30	32	5	68	39	52	25	84	81	48	52	80	29	47	72	70	100	63	11	9	44	82	18	86	84	99	20	34	76	29	77	81	14	5	23	75	18	73	93	11	9	50	66	52	50	9	56	4	72	22	57	24	34	39	4	88	26	62	17	46	47	75	100	87	65
72	41	72	64	58	72	29	8	78	79	64	19	87	60	95	86	88	65	16	58	79	9	56	56	28	38	31	63	59	1	14	26	8	98	3	61	51	51	12	77	49	79	65	25	91	72	8	97	37	55	4	43	85	74	89	22	27	49	10	44	36	96	26	12	80	74	48	14	52	10	20	83	2	32	97	64	66	2	25	42	67	18	28	30	7	23	24	31	46	12	49	88	96	74	77	94	35	30	46	19
15	1	27	9	8	83	29	63	17	80	41	77	61	65	65	47	31	70	21	63	22	1	97	59	70	97	56	99	73	44	90	77	46	67	99	65	62	13	35	15	87	96	98	26	73	65	45	28	7	25	34	9	65	50	80	15	65	33	28	87	68	2	73	16	58	56	81	16	32	92	45	41	11	38	77	75	66	4	97	8	97	97	14	45	21	15	72	77	69	48	57	84	8	30	44	26	82	1	100	87
35	2	35	29	72	86	35	33	59	74	3	41	71	96	30	41	13	80	79	39	7	71	15	73	12	76	60	36	43	28	39	67	17	32	11	72	1	90	35	58	65	95	62	85	3	17	69	73	54	39	50	76	94	31	91	22	46	26	66	29	20	52	81	34	37	92	65	50	69	72	75	23	36	57	70	19	9	84	67	98	56	33	99	59	95	56	10	100	13	70	77	91	80	24	75	62	68	6	37	76
45	36	15	83	21	49	51	13	23	94	47	95	14	46	64	28	78	86	59	61	12	2	98	15	57	69	66	46	68	66	26	95	11	68	45	12	1	37	88	3	68	28	57	49	74	11	95	69	68	77	96	4	18	50	56	54	8	36	1	81	20	12	6	27	60	35	67	45	91	6	79	28	83	87	79	11	90	14	100	97	11	33	83	46	29	74	84	49	7	93	43	56	24	53	72	23	83	60	43	14
38	26	41	89	55	29	80	8	45	3	14	89	43	98	26	79	10	59	60	62	63	58	41	23	100	3	8	9	48	7	3	100	7	84	8	8	4	11	84	4	17	70	94	47	88	78	40	90	53	63	10	86	1	34	58	80	91	87	38	70	92	70	94	43	3	66	92	37	60	66	91	92	85	89	87	86	41	59	3	37	27	70	56	89	91	94	32	27	33	29	7	40	75	30	82	84	61	11	16	79
42	60	38	54	25	49	100	83	38	19	71	32	50	33	92	66	11	14	39	89	77	34	24	65	41	76	18	97	54	38	89	68	43	5	33	75	87	22	71	26	31	51	31	83	39	45	12	89	70	90	30	12	29	7	53	31	60	77	12	28	66	99	36	5	77	44	98	16	62	74	44	41	76	95	54	43	65	24	64	85	2	24	37	4	32	41	64	86	8	85	9	34	60	66	79	81	39	2	61	58
64	68	56	28	5	63	90	44	63	30	25	98	92	6	67	57	45	94	98	37	14	98	46	39	55	84	52	17	28	63	35	14	33	29	32	15	2	75	79	31	92	59	73	63	28	98	36	51	39	80	46	54	84	69	61	54	56	28	96	93	72	3	61	34	41	6	6	58	32	79	66	55	32	57	13	98	43	50	73	48	9	36	37	93	53	5	43	68	86	24	18	38	69	86	94	52	98	42	60	37
97	83	42	4	51	33	35	23	23	18	85	52	62	21	4	47	37	21	91	68	80	53	83	94	67	93	85	78	80	86	21	10	58	93	12	31	90	41	2	68	26	41	84	8	66	68	7	30	87	85	77	43	24	53	72	90	55	52	13	10	99	33	73	10	77	13	12	45	43	35	17	10	70	29	76	18	13	26	93	6	15	40	89	37	48	6	72	16	21	69	51	52	47	32	40	63	58	27	39	15
28	80	84	2	68	83	2	27	94	95	87	10	26	68	14	90	69	90	79	52	98	39	98	74	64	9	79	63	30	87	91	88	93	98	96	27	43	22	39	4	71	28	25	87	13	22	17	60	21	43	14	5	46	44	26	18	8	82	62	81	12	51	83	99	19	39	42	65	15	13	39	92	89	61	74	6	35	23	64	42	60	53	35	3	55	73	5	93	25	73	96	3	42	52	100	73	56	82	70	19
72	97	42	89	82	54	9	18	70	48	44	20	87	17	63	38	63	28	25	19	2	82	92	25	41	54	60	26	86	87	2	49	19	71	82	24	77	83	22	89	24	50	36	57	14	93	97	53	72	12	77	45	66	22	82	98	87	54	41	34	87	47	61	99	79	88	74	38	67	33	58	17	54	87	39	55	84	95	1	12	93	53	49	13	78	70	66	67	15	3	71	38	68	40	99	30	2	39	17	33
47	72	65	76	14	77	12	48	35	50	66	81	18	20	88	56	90	3	32	40	48	4	95	68	56	6	96	62	65	15	38	65	55	79	18	30	27	86	42	78	84	99	36	65	38	44	83	29	95	61	53	69	67	95	97	60	12	46	63	9	65	44	61	8	20	26	19	40	36	28	38	30	100	96	75	78	27	33	75	25	10	86	90	18	46	17	64	12	17	3	16	38	36	35	12	53	13	6	75	67
50	46	9	100	78	34	14	98	84	1	33	41	18	30	86	24	84	53	5	20	27	37	65	25	41	23	68	25	47	14	59	3	73	60	34	70	97	57	38	78	7	66	21	94	97	3	20	1	20	55	48	67	71	33	80	49	65	50	53	97	49	48	5	91	90	53	7	32	74	25	53	91	100	62	60	99	19	90	55	75	90	40	38	4	41	20	37	64	79	32	8	23	53	57	89	8	75	35	100	66
29	20	71	65	81	66	37	34	97	39	13	6	66	53	99	50	88	40	22	86	17	26	49	88	98	62	83	11	17	16	52	91	6	4	54	83	94	11	62	74	93	79	3	59	87	82	55	59	13	5	98	36	33	21	50	23	88	3	80	20	48	89	76	80	66	8	33	45	8	73	75	93	21	89	41	65	9	5	25	77	61	42	16	20	92	10	43	35	21	79	3	82	26	98	63	82	92	45	90	95
50	19	33	66	6	60	67	32	73	68	57	88	19	100	38	19	94	76	85	55	31	64	8	94	4	32	59	99	73	46	53	84	26	44	49	59	54	92	27	61	60	24	84	28	34	11	36	69	74	10	80	17	55	17	34	60	14	60	11	61	34	40	52	52	95	70	8	40	1	30	73	64	39	87	96	36	14	33	92	5	56	89	13	57	50	82	38	7	24	79	90	7	23	20	79	22	72	30	32	10
39	25	78	10	53	39	59	2	37	95	1	16	11	19	46	61	99	91	39	53	34	46	77	37	98	7	84	81	83	45	77	76	68	49	12	28	95	36	97	39	71	1	62	71	45	19	60	85	37	69	73	12	75	81	26	58	16	40	20	15	94	45	33	3	40	96	44	60	62	96	44	89	30	38	11	57	13	32	20	70	92	1	61	73	24	88	9	7	57	96	31	87	59	98	58	76	82	40	44	67
